time,return,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10
25,0.05492805,0.098513451,0.996196455,0.004258306,-0.018915549,5.916867774,4.716316172,1.15179669,0.943517773,0.373351498,0.802908709,0.031512766
26,-0.001674807,0.042019998,1.092222112,0.030932093,-0.141292445,1.374798943,1.853956046,1.468108718,1.573842772,0.041138569,0.87552948,0.010057578
27,-0.031962583,-0.236692233,0.819652646,-0.032549758,-0.046652426,1.178841115,1.159683763,0.54989051,0.718628133,0.248101635,1.07228033,0.029086916
28,-0.04023695,0.051143937,1.022261985,0.048403987,0.048906503,1.014299123,1.023145797,0.486469898,0.568333269,0.068018268,0.848511212,-0.012564603
29,0.028687733,0.035424323,0.915364286,-0.008655744,0.052270561,0.806317209,0.891105503,0.399105523,0.481809278,0.492766411,0.921807534,0.020818094
30,-0.031647118,-0.390349743,0.986610541,-0.086570628,-0.011660623,0.236661726,0.300824815,0.377282485,0.242491999,-0.311001472,1.219325613,0.046406512
31,-0.012551684,0.149397292,1.233624369,0.031786636,-0.052856828,1.881431401,1.351033913,1.555890318,1.407556345,-0.503261921,1.164960825,-0.00405296
32,-6.59917E-05,-0.084854589,1.020000695,-0.002015092,-0.011648586,0.591978316,0.508246865,0.545434504,0.416597611,-0.350833708,1.041302774,-0.023056087
33,-0.024877602,0.211911675,1.093130415,-0.008363852,-0.002958723,1.799305362,2.084909912,1.338888748,1.246209744,0.319456368,1.207625583,0.025922905
34,0.005169512,0.543671994,1.079013064,-0.003371752,0.018670583,0.158273255,0.19223647,2.550782311,2.51540414,0.530794333,0.871354088,-0.001209861
35,-0.016927319,-0.362394643,0.859487358,-0.042000851,0.000581094,0.749835967,0.875031806,0.978725823,1.033800043,-0.309200491,0.587838663,0.0274383
36,-0.009738105,0.201757486,0.996667588,-0.063056281,-0.018917263,1.579866703,0.717331537,1.43635846,1.32960407,0.304518418,0.819644627,0.00420928
37,-0.017035124,0.496857666,1.040116887,0.043567211,0.003899957,11.80058813,11.63665098,1.616471039,1.674390895,0.38183324,0.791325,0.022453473
38,0.043161205,-0.414289049,1.04135838,0.032777015,0.139307247,1.236845375,1.021434445,0.48731398,0.38281281,-0.222415521,0.775739507,-0.05063385
39,-0.021819405,-0.151482703,1.052271961,-0.04956079,-0.242789868,0.274594184,0.33397314,1.408516718,1.142327083,-0.329097022,0.863415504,-0.016077156
40,-0.01424755,-0.064796937,1.039940284,-0.016120693,-0.012312544,3.115318011,2.937484488,1.245217646,0.995379124,-0.097045865,1.079208386,0.039085983
41,-0.016986245,0.473232721,1.034899919,0.043574568,0.016913069,0.965039129,0.82409222,0.523596227,0.351264498,0.489616629,1.055589637,0.090446409
42,0.00927411,0.270451105,1.052487472,-0.004400598,-0.005608447,0.656459947,0.371877739,1.750672784,1.720508445,0.250537621,1.162235638,0.011135466
43,-0.037431385,0.746236727,0.895750465,0.009142408,-0.010375437,0.972058536,1.09707887,2.268391663,2.116316868,0.470922708,1.197216738,0.011218791
44,-0.02922389,-0.520236278,1.145423898,-0.033084061,-0.001229579,0.944436514,0.792031974,0.5895171,0.786138461,-0.504162957,0.938054913,0.018513655
45,0.027220697,-0.739008101,1.161851443,0.016951599,-0.039487686,0.172964627,0.127219245,0.459744985,0.685634347,-0.591162645,0.856162529,-0.012903522
46,-0.035294059,-0.652041136,0.843125889,0.026486536,-3.64617235,0.171967947,0.110542365,0.375072761,0.302938282,-0.794602389,0.983586944,-0.013932048
47,-0.030999406,0.193165139,0.991834728,0.014594696,-0.005765053,4.522650588,4.066245638,1.576966879,1.243777168,-0.141101228,1.205033096,0.037172663
48,0.018185462,0.660700157,1.115054001,0.048242211,0.060714243,1.714957186,1.934593193,1.912393313,1.773961027,0.966409318,1.29557798,0.091997956
49,0.032847221,0.231256726,0.832057523,0.011662484,-0.058908775,0.722642309,0.797131096,1.369515867,1.377061519,0.196737138,0.829160562,-0.034343016
50,-0.036075316,0.088021962,1.080711123,0.042039464,-0.013916812,1.319250699,1.327066812,1.589283185,1.191970586,0.255522499,1.038132862,-0.00171473
51,0.017902804,0.181694516,1.224457933,0.040714638,0.004109774,2.565116647,2.808968498,0.657835157,0.884788488,0.219311925,0.825711155,0.017595182
52,0.006247933,-0.170403412,0.990155778,-0.023105522,0.120399236,1.111908379,1.202029295,0.9781564,0.774250408,-0.218221646,0.934061877,0.03728049
53,0.00461394,-0.509678867,1.109480211,-0.05431304,-0.013793723,0.686595579,0.748593823,0.616099723,0.053674784,-0.390997037,0.885008663,-0.00287094
54,-0.018173384,0.029416787,0.751166056,0.020537094,0.010055921,0.363356089,0.442495172,1.913580106,1.681888651,0.513695817,0.66486774,-0.004765889
55,0.003701412,0.090231951,0.843997983,0.032028616,-0.015367873,1.571111151,1.203488039,0.955688007,1.103535035,0.188079996,1.025266671,-0.021565453
56,-0.02005309,0.486122546,0.938516274,0.025087494,0.012746661,2.577847783,2.946351075,2.855378734,2.701393966,0.660576413,0.854328606,-0.013313156
57,-0.001365991,0.491585601,0.882433259,-0.049450467,-0.001328821,0.63588778,0.567581036,0.57687418,0.637145444,0.254732062,1.169863115,0.039022336
58,0.005454225,-0.131552989,1.103581762,-0.020624075,0.038277311,0.890305402,1.02623366,0.354722136,0.287937691,0.074833482,1.263803132,0.034802286
59,0.013981207,0.216160021,1.031370963,-0.012918545,0.01715423,0.234748848,0.135903096,0.318125688,0.214106639,0.019277625,0.894487942,-0.02338027
60,0.021135842,0.859964579,0.98995066,0.010529637,0.011108872,0.341283115,0.372222423,1.049147715,1.066673869,0.997555973,1.493575289,-0.005954418
61,0.012375189,0.123403818,0.998278799,-0.070950887,-0.014371229,2.644721026,1.722728666,0.876054969,1.291569804,0.064467891,0.899448894,-0.000979476
62,0.002844732,-0.104562878,0.843279986,0.040836082,8.62828E-05,0.355831793,0.384914887,0.812538496,0.52044401,-0.212677004,1.07024794,-0.016698603
63,0.003861332,-0.613015947,0.871556718,0.006449382,-0.067524269,0.133484748,0.12275366,0.952719741,0.70966415,-0.279043884,1.260229428,0.053306326
64,-0.041435235,-0.064354404,0.946600708,-0.060149962,-0.010344835,0.416093202,0.309802547,1.535513388,1.325377221,0.253294736,1.025121229,0.004594811
65,-0.01588888,0.187071538,0.996155872,0.058089442,-0.065147309,3.562127562,2.864952519,2.419764646,2.383648034,0.428406652,1.10199923,0.023387194
66,-0.028265285,-0.294113692,1.05558366,0.059811791,0.045421833,1.495136734,1.25980011,1.331664083,1.593170561,-0.669090471,0.86902755,0.041618825
67,0.005761285,0.770495325,1.072621761,-0.010738695,-0.00118365,0.418339639,0.27485879,4.411616618,4.573825973,0.604954504,1.010983309,-0.000176828
68,0.014915714,0.602072493,1.135257361,-0.053053783,0.180803368,2.060942389,1.555314275,1.062599794,1.044961977,0.385159395,0.790263312,-0.037821871
69,0.004241118,-0.39316714,0.980959116,-0.007340694,0.049402334,1.393064492,1.126001791,0.573271447,0.163798253,-0.423641206,0.688602078,0.017987333
70,-0.016422051,-0.060283222,0.887422331,-0.004980815,-0.047492811,2.385383518,2.860938549,1.236973167,1.167154405,-0.050433756,0.938845816,-0.01298306
71,-0.019072263,-0.218967911,1.07204545,-0.014911185,-0.009036854,0.196323896,0.115311869,0.877378154,1.374841832,-0.112920907,0.930421671,-0.006864007
72,-0.038923392,-0.19232352,1.01551279,0.015122068,0.008406286,1.871948903,1.332237326,1.037979752,0.954535239,-0.551328794,1.004842558,0.029490579
73,0.009176739,-0.142860113,0.86684344,-0.018425287,0.02771595,3.853591727,2.845337532,0.63221311,0.599464005,0.309233958,1.05623302,-0.056310508
74,-0.004036952,0.157998782,0.917192855,-0.014332782,-0.004831342,2.072997473,1.64627843,1.083391317,0.939796776,0.563433024,0.815742759,-0.083535427
75,-0.020664184,-0.015844077,0.97380722,0.052214638,0.016507156,10.62014838,9.837916645,1.211668572,1.120521226,-0.156686978,1.124585019,0.020833398
76,0.005715501,-0.103384912,1.078788334,-0.002464517,-0.049562784,0.477388315,0.604849977,0.957673573,1.292216774,-0.292742782,0.64958195,7.51106E-05
77,0.023584277,-0.666358617,0.86753899,0.030808233,-0.012428306,1.131011236,1.221858879,0.387163503,0.718787548,-0.830842054,1.281036317,0.01243765
78,-0.023341218,-0.481825107,1.393069519,0.078795497,0.027532468,1.819492896,1.31501745,0.381924911,0.359980803,-0.606741367,1.025799549,0.024446013
79,-0.00361035,-0.53156021,0.97690671,-0.002969778,0.013747781,1.033341637,0.837654319,0.628291749,0.777905028,-0.083565406,0.980792047,0.037459284
80,0.00843603,-0.808064336,1.063799464,0.008702328,-0.020076651,3.036314348,2.561748148,2.408410878,2.674796623,-0.804966807,0.866801202,0.009378411
81,-0.019369688,-0.375197363,1.082141625,-0.01198754,-0.054092686,0.381723176,0.39617582,1.297469777,1.315210322,-0.066893437,1.071818837,0.031895424
82,-0.006584474,0.087072082,1.137778383,0.004375591,0.038879812,16.16852721,14.17584777,1.291860321,1.661831305,0.208904073,0.84853565,-0.012756346
83,0.017947445,0.033401018,1.024062821,-0.031751707,0.002847585,2.755549825,2.680713896,1.057617565,0.968317397,0.514188242,0.952649099,-0.006188484
84,0.02440117,0.171839352,1.07205371,0.001215805,-0.006460745,0.718669603,0.603613988,1.381932069,1.378028016,-0.149523157,1.06484778,-0.006736866
85,0.006486083,0.007336336,0.904353055,-0.006375063,0.122929324,0.484616668,0.57648521,1.192656541,1.24087439,-0.443773658,1.20185213,-0.017621462
86,0.001531643,-0.048383073,1.1490404,-0.018381482,-0.022174822,0.407231867,0.382558744,1.534735777,1.385573344,0.158285392,0.824341454,-0.007682119
87,0.00570672,-0.180565192,1.050936647,-0.017077506,0.001444041,8.744443289,8.713025809,0.691428077,0.740664173,-0.206895667,0.938211154,0.024431789
88,0.021185788,0.136551474,0.972661048,0.014960074,-0.017444806,0.248745419,0.2096379,1.670982122,1.727247523,0.335159944,1.164970803,0.024722226
89,-0.024943676,-0.542103149,0.966520288,0.009264819,0.00953002,1.140864364,1.446521504,0.309561358,-0.040687404,-0.330161036,1.233704975,0.062404561
90,-0.005344298,-0.716265623,0.988849643,0.001580761,0.011468983,0.095075299,0.109345647,0.198119681,0.545701087,-0.500485789,0.931072805,0.07150249
91,0.013557659,-0.015124155,0.845463421,-0.031782205,0.024542406,3.99621962,5.546192084,1.078000605,1.148053255,0.086301921,1.594883103,-0.000652036
92,0.041386874,0.2066061,0.886126056,0.079152912,-0.018633404,1.224915911,1.397556394,0.726616614,0.816847238,0.158569891,0.772376834,0.029566597
93,-0.002821468,0.524622414,0.890273385,0.002092674,-0.006043984,0.990612757,1.144169996,1.783768138,1.502792305,1.025216661,0.993510896,-0.002505631
94,-0.00370658,0.03368104,0.978503475,0.024406584,-0.028964953,2.569813876,2.426781396,2.945856095,3.044556226,0.037360309,0.946308887,0.001648849
95,-0.026982,0.245398578,0.856353352,-0.069411262,0.022393768,1.124161772,1.436032103,2.588336798,2.722929881,-0.012605348,1.205222367,0.011237296
96,-0.034423416,0.039031234,0.98503939,-0.004794729,-1.126771525,0.700096572,0.928279676,2.420663822,2.682433343,0.233080076,0.789282952,0.038657935
97,0.000157835,-0.379766626,0.949126459,-0.075220799,-0.042470608,0.589500209,0.54619348,0.428276471,0.38041336,-0.353785557,0.742155514,-0.011574397
98,-0.076173394,0.255342595,1.0740915,0.036951474,-0.01984489,2.315823463,3.086517896,3.682797446,3.526615872,0.49093541,1.077993748,0.031226773
99,0.004508345,-0.249184982,0.946394665,-0.076326854,0.003319124,2.369233649,2.061834565,1.239391063,1.395037365,-0.325511403,1.290801601,0.032811153
100,-0.00844774,0.245387616,0.933928896,-0.002617557,-0.034384169,2.229281492,1.399597348,1.738114581,1.673254156,0.225626273,0.943831956,0.012261763
101,-0.0560936,0.004502653,0.909977188,0.054299446,-0.09254681,0.613172583,0.358568444,0.732441296,0.808465126,-0.150343858,1.4099815,0.023398756
102,0.062426502,-0.533026768,0.956303347,-0.072491099,-0.124154362,0.067336641,0.041792026,0.424668232,0.330992188,-0.414863122,0.817155761,0.030618641
103,-0.034030045,0.767853621,1.14203116,-0.007358318,0.05702345,8.606018113,10.15217034,1.770534791,2.009015706,0.641291698,0.93371495,0.019336523
104,0.029453699,0.495956642,1.086703594,-0.028351483,0.00264354,12.3653492,13.56777666,0.684260717,0.696694256,0.656011319,0.880431963,0.03331182
105,0.004830675,0.269074275,0.96685146,-0.089862693,-0.043075229,1.707553719,1.726614532,0.561119844,0.337632961,0.203697034,0.691991191,-0.017734581
106,-0.038365452,0.257212254,1.011835967,-0.000848659,-0.011085791,1.220667914,1.403095272,0.767864971,0.458402502,-0.086385677,1.08715901,0.028517661
107,-0.00011591,0.184809365,0.961505893,0.01055949,-0.023982448,1.177640765,1.438220805,0.65972717,0.872596468,0.270214024,0.968996726,-0.023771888
108,-0.003971283,-0.48141859,1.085021496,0.043310858,0.001205668,0.408256199,0.417537093,1.336213141,1.304713397,-0.321294634,1.059453499,0.023634477
109,0.018780498,0.539111675,1.009060994,-0.00412321,0.031530612,1.291536522,1.205784224,1.865591294,2.028505386,0.653207607,1.133356146,0.017005192
110,0.063117825,-0.568391495,1.072274974,0.04170313,-0.02390552,0.779772727,0.561616832,0.543788881,0.498616974,-0.883774571,0.941001529,0.026779455
111,0.025017327,0.76918923,1.206672967,-0.076153826,0.011968403,1.149638969,0.896662108,1.519438333,1.36998723,0.7855806,0.874626663,-0.008435959
112,0.019191266,-0.159779356,0.837787068,0.064988614,0.011354877,0.152510999,0.128566521,0.97852446,1.726770761,-0.398685904,0.940631264,-0.039771325
113,0.003977774,0.021945624,1.033463446,-0.052732994,-0.033975027,1.089709563,0.937186579,1.468597867,1.298576064,-0.271400034,0.896005264,-0.012108241
114,-0.007734285,-0.014972804,1.102461398,0.039496694,0.025927297,0.251457306,0.321754175,0.649514102,0.624474572,0.030997434,1.062456304,0.00640626
115,0.027280472,-0.540860919,1.118512945,0.046033555,0.009783384,0.773358509,0.822734681,0.720091721,0.377345336,-0.647522142,1.203047232,0.005947831
116,0.003830094,0.043751865,0.89347748,0.00025591,0.015994484,0.548396502,0.523769465,1.129794741,1.088652192,-0.254929215,1.045369706,0.027540529
117,0.027720353,-0.03921369,0.997060041,0.074063572,0.462262693,0.937556881,1.265223038,0.598118075,0.542244283,-0.343639397,1.013061565,0.015240407
118,0.027869006,-0.444727764,1.079014389,-0.029110906,0.010718157,0.35153616,0.332045517,0.555029488,0.502843001,-0.805200646,0.978825033,0.043697127
119,-0.018689632,0.088893212,1.065838681,-0.079461461,-0.196386224,1.944596431,1.68669291,0.809907274,0.873586859,0.241075984,0.6787039,0.013286196
120,0.045634126,0.342812631,0.841745531,0.02377236,0.031972392,3.308400081,2.459912922,0.756635884,0.656586501,0.147605752,0.968224055,0.047599312
121,-0.033008185,-0.066163241,1.0358938,-0.049772452,-0.031970015,2.439487697,1.982248671,0.531508174,0.737639684,-0.26788008,1.37068501,0.057789509
122,-0.011607451,0.230215695,0.980416045,-0.020412158,-0.00654254,1.551862952,1.382503528,3.015122464,3.111925145,-0.242420829,1.132190734,-0.041113866
123,-0.002023318,-0.487795971,0.854411901,-0.004737271,0.011926871,0.468801655,0.43950922,0.457212908,0.77909803,-0.609010467,1.082873046,0.026057521
124,0.001588362,0.326606344,1.05685734,0.054743526,0.034877395,2.586555542,2.166137196,1.242758426,0.732051375,0.242366182,0.953181814,0.038734871
125,-0.002798543,0.113899342,0.871349699,0.069989211,0.011557365,0.902998102,1.109306467,0.329175103,0.416949387,-0.367097194,1.495619945,0.083051804
126,0.022861882,0.43480366,1.126493953,-0.039477175,0.013149186,1.256662007,1.184718492,2.527326813,2.730672138,0.588130333,0.829655464,-0.04649893
127,0.060610375,-0.012293341,0.967991096,0.014042222,-0.004764281,0.722870399,0.768381125,0.656696666,0.758276078,-0.130913112,0.839216969,-0.01651802
128,-0.010060002,-0.117189545,1.120839302,0.032992035,0.012393924,2.485901043,2.253881031,1.099524031,1.034689813,0.174568044,1.228431916,-0.001850699
129,0.039311438,0.200581053,1.019381015,0.038558122,0.020614541,1.26064232,1.228838946,1.993638949,1.763455641,0.194094661,1.022953794,0.013944085
130,0.047949837,0.193772284,1.052899138,-0.01670486,0.003751473,3.16105098,2.925372471,0.734580771,0.42860089,0.702107064,1.314288006,-0.01050688
131,0.000975827,0.018460122,1.015536094,0.015153364,-0.03599932,0.643504489,0.585553212,0.33265689,0.258551344,-0.390951788,0.723512963,-0.01012129
132,-0.017239225,-0.505143823,0.921295747,-0.066409669,0.047291859,0.557253954,0.64328737,0.773809052,0.609840934,-1.017621069,0.909302706,-0.009083141
133,0.013650509,-0.43749671,0.910592503,0.0553844,0.024416004,0.786742227,0.961254966,0.672455313,0.335498426,-0.161776729,1.348741061,-0.001418673
134,0.026268735,-0.249658886,1.038779543,0.008957555,0.01268665,0.750497196,0.639444567,0.398397494,0.326239711,-0.257326672,0.925686885,-0.01206101
135,0.018101494,-0.388410447,1.067600081,0.005147608,-0.039204195,2.10811102,2.259315279,1.014949168,0.863014247,-0.704497307,0.807387271,-0.011709053
136,0.005559815,-0.203141717,0.974876213,0.033960103,-0.146400964,3.632972678,3.96368144,0.662573743,0.867845205,0.023433573,0.90405237,-0.002568415
137,0.007826654,0.575134192,1.0002383,-0.093165864,-0.011020452,5.464006866,4.857239369,1.386354734,1.196635524,0.300951973,1.070218372,0.018156774
138,-0.000347036,-0.829196174,1.121448474,-0.005241721,0.039438993,0.370970109,0.30487648,0.617676275,0.10970786,-0.786940889,1.092370861,-0.029675814
139,0.011734511,-0.246020904,0.92965902,-0.062351936,0.032894208,1.724078913,1.437952164,0.452172157,0.354524642,-0.145844933,0.737484918,0.054640329
140,0.036055756,0.392761814,1.093104441,-0.02910853,0.014056785,0.377328171,0.329662102,1.187423648,0.952300862,0.245011993,0.878503786,0.021659636
141,0.025580254,-0.313055688,1.061220972,0.004670822,-0.397174297,1.801670984,1.985321605,1.06956665,0.799833689,-0.51228862,0.955651903,0.035735551
142,0.023492471,0.108643569,1.012297461,-0.048690354,0.042895611,2.790158051,3.197044179,0.900229952,0.698877634,-0.039016157,1.360184794,0.002064391
143,0.031905361,0.511144309,1.070747262,0.033601131,0.008836187,0.321922635,0.433718234,1.290046354,1.130395468,0.893857328,1.109966789,0.035993987
144,0.016927691,-0.287137936,1.024729526,0.010846883,0.022210028,0.360753335,0.337537573,1.115264925,1.246312557,-0.589246898,0.93762582,0.068393442
145,0.028594675,0.059001222,0.946048777,-0.063079059,0.015007609,1.611037308,1.749616443,0.612978505,1.077809018,0.017255411,0.984510389,0.043748958
146,0.005906062,0.355060066,0.94474331,0.022047932,-0.050348105,0.9949554,0.973771363,3.444238396,3.682837996,0.689165208,1.045680416,0.02559102
147,-0.042103245,0.008770077,0.803454878,-0.013320677,-0.054455982,4.541253441,4.752790793,1.208737165,1.390107258,-0.182441231,0.759825207,-0.016797723
148,-0.036697955,0.320175075,0.944320136,0.014343469,0.049572608,1.265426751,1.301171142,1.391614711,1.407681222,0.170373141,1.066912244,0.02779557
149,-0.012008755,-0.086763183,0.81186306,0.028464366,-0.00730201,0.329664947,0.25310785,1.314739255,0.932551146,-0.031814823,0.969471261,-0.010510993
150,-0.025899708,0.468805591,1.120069501,-0.000214585,0.024584732,6.224452926,4.746446411,1.232707341,1.553172785,0.260273152,1.100590414,0.03019773
151,0.039383494,0.981592351,1.144653792,-0.006869126,-0.005092669,0.814534531,0.593687327,1.894135038,2.418669996,0.978482297,1.313026828,0.01675346
152,-0.009451036,-0.041433803,1.027276913,0.059885998,0.009675112,4.467445849,5.260834528,0.621754041,0.667647051,0.064104779,1.207460378,0.015173305
153,0.037006155,-0.42138839,0.978439264,0.000853026,-0.078798512,0.677875803,0.732164164,0.301791878,0.639337344,-0.235697453,0.981430619,0.03805594
154,-0.021529475,0.532395296,0.960561161,0.032537618,-0.00409654,3.587602539,4.159985867,2.465768018,2.14406919,0.731641197,1.074340268,-0.000581264
155,-0.031390433,-0.207667628,1.110522457,-0.000374442,-0.010711032,0.858108414,0.909534649,0.299692727,0.239707889,-0.149501799,0.993378035,-0.014378478
156,-0.018597785,-0.45348187,1.062130762,-0.009366033,-0.006825687,0.996313937,1.124122552,0.751444428,0.52682188,-0.406362901,1.041767234,0.003702243
157,-0.027400838,-0.057349692,1.328645802,0.042240695,-0.002579328,0.442864404,0.386476378,0.611024342,0.963675376,-0.065129379,1.205588301,0.007719778
158,0.011302487,0.350720702,0.92154869,-0.000528555,-0.071448524,1.453241066,1.846482065,1.303625472,1.478658008,0.389963258,1.140755298,-0.062174811
159,0.02315293,0.097570831,0.790248695,-0.026917954,-0.025799788,0.087465167,0.051303956,2.116213711,1.727972135,-0.199849747,1.051118952,0.059312005
160,-0.024098048,-0.317650827,0.908647427,0.019919428,0.0286084,0.171874295,0.205129413,0.583141644,0.75709989,-0.413807542,0.995244207,0.024024202
161,0.042364978,-0.470559424,1.012462064,0.03283038,0.241310137,0.112792568,0.123853236,0.673351049,0.8514592,-0.423800439,1.171804285,0.033848273
162,0.015235766,0.332854266,0.984923774,-0.014890952,-0.001474756,1.451731663,1.276726177,1.260099761,1.162158298,0.045271456,1.060623368,0.035859154
163,-0.004653676,0.164090591,1.285802829,0.002384572,0.025366289,2.298275263,2.676439311,1.066730093,1.126520162,0.068773836,1.048291733,0.01420048
164,0.048166945,0.422351313,1.198395269,0.016003141,-0.018156409,5.250244697,4.883268891,1.216450664,1.041995658,0.765161505,1.172953111,0.050782627
165,0.002814152,0.090294284,0.952433988,0.037941574,-0.01492696,1.168219519,1.13126561,1.468993529,1.632663915,-0.337395113,1.336774261,0.000136322
166,-0.007821192,-0.305355407,0.982324379,0.008420926,0.017793856,1.166091607,0.847557441,0.898778507,0.859402516,-0.246216731,1.222346949,-0.009810325
167,0.012531251,-0.318369373,1.043301805,0.035768068,0.005979604,0.667521037,0.628938085,0.624800754,0.635509214,-0.038887319,1.168153783,0.011604392
168,0.018987626,-0.423119683,0.839761437,-0.03824851,-0.012243382,0.71453159,0.742601558,0.408427427,0.41996675,-0.639320601,1.248281905,0.050096159
169,-0.025594371,0.197665043,0.934513565,-0.030191528,0.006619157,0.975235593,1.068744945,0.872326388,0.859234022,-0.182820583,0.947380244,-0.024774428
170,0.009101965,-0.018236237,1.009642137,-0.032088994,-0.271457255,0.352149588,0.390625544,0.403793251,0.179696575,-0.125581714,1.039265312,0.0177985
171,-0.037880559,0.434434579,1.219883205,-0.054718419,0.019243929,1.225739362,0.876599679,1.042318913,1.307554319,0.330530258,1.055589133,0.040816271
172,0.050460248,0.088281173,0.989811402,0.066557338,-0.000243548,0.361576798,0.312875431,1.644010696,1.61747487,-0.05392144,0.756036233,0.007370051
173,-0.020599146,-0.728482018,0.930099745,0.012254008,-0.003564676,0.280193669,0.280680283,0.616992458,0.062321741,-0.462974594,1.156604756,0.034658093
174,-0.004715924,-0.605699527,1.017553619,-0.001780061,0.00736679,0.357997417,0.415036266,0.437998862,0.184885898,-0.152318749,1.234858915,0.064635644
175,-0.003373216,-0.572460458,1.020321546,-0.050784416,-0.02313386,2.269752728,2.748830443,0.685850866,0.835340946,-0.285963326,0.741994455,-0.027210199
176,-0.004035989,0.331867719,0.996562719,0.030854831,-0.027197279,1.48973606,1.336717367,1.742667265,1.515456837,0.497959512,1.011543392,-0.036752169
177,-0.003727715,0.715324439,0.895460186,0.019761444,0.021392685,11.82773298,12.84532855,1.672888818,1.798437633,0.422495739,1.142474815,-0.039762067
178,-0.014212978,0.293386129,0.711368012,-0.013192582,-0.056562981,3.208028358,2.639807142,1.911525565,1.972841788,0.080482359,0.932893388,-0.002445148
179,-0.0376255,-0.181863827,0.879326423,0.01948155,0.004482188,0.744497148,0.676819133,0.504167062,0.264430522,-0.694089191,1.052308842,0.006237861
